"block","stime","etime","dur","sxp","syp","exp","eyp","ampl","img","image_onset_time","etime_first_fix","sacc_end_before_onset","sacc_end_before_end_first_fix"
1,4109807,4109841,35,996.9,521.1,875.8,633.3,4.29,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4110013,4110058,46,871.1,634.2,919.5,366.6,7.05,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4110245,4110262,18,907.8,378.3,917.8,333.9,1.18,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4110500,4110538,39,913,327.8,665.7,426.2,6.84,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4110799,4110850,52,678.7,418.5,1159.2,676.7,13.99,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4111081,4111114,34,1143.8,669.2,969.2,637,4.59,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4111280,4111306,27,971.7,627.9,865.1,617.3,2.78,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4111630,4111654,25,863.3,619.9,956.1,580.6,2.62,"1001.jpg",4109356,4109806,FALSE,FALSE
1,4112385,4112413,29,978.6,559.5,876.8,588.2,2.75,"1001.jpg",4109356,4109806,FALSE,FALSE
2,4114392,4114421,30,966.9,502.1,884.3,429.3,2.86,"1006.jpg",4114123,4114391,FALSE,FALSE
2,4114557,4114581,25,873.1,443.5,809.9,488.5,2.01,"1006.jpg",4114123,4114391,FALSE,FALSE
2,4115235,4115287,53,800,490,1166.8,622.2,10.05,"1006.jpg",4114123,4114391,FALSE,FALSE
2,4115475,4115540,66,1156.7,608.5,761.1,567.6,10.25,"1006.jpg",4114123,4114391,FALSE,FALSE
2,4116148,4116166,19,750.7,568.8,772.1,529.5,1.16,"1006.jpg",4114123,4114391,FALSE,FALSE
2,4116451,4116463,13,770,525.2,797.1,510.4,0.8,"1006.jpg",4114123,4114391,FALSE,FALSE
2,4116946,4116960,15,788.6,508.5,820.8,496.5,0.89,"1006.jpg",4114123,4114391,FALSE,FALSE
3,4121055,4121079,25,909.6,622.6,894.8,715.2,2.43,"1094.jpg",4120606,4121054,FALSE,FALSE
3,4121594,4121614,21,897.2,741.2,877.9,678.3,1.7,"1094.jpg",4120606,4121054,FALSE,FALSE
3,4121720,4121763,44,878.6,671.2,916.3,297.2,9.7,"1094.jpg",4120606,4121054,FALSE,FALSE
3,4121896,4121913,18,895.6,305.5,881.6,352.1,1.25,"1094.jpg",4120606,4121054,FALSE,FALSE
3,4122379,4122408,30,880.3,351.6,1024.2,447.3,4.47,"1094.jpg",4120606,4121054,FALSE,FALSE
3,4122744,4122771,28,1040.7,452.4,929.5,469.1,2.92,"1094.jpg",4120606,4121054,FALSE,FALSE
3,4123377,4123403,27,921.9,459.3,1015.2,513.9,2.81,"1094.jpg",4120606,4121054,FALSE,FALSE
4,4124884,4124921,38,961.7,501.9,837.9,349.9,5.08,"1101.jpg",4124723,4124883,FALSE,FALSE
4,4125126,4125145,20,837.3,351.3,808.4,302.7,1.45,"1101.jpg",4124723,4124883,FALSE,FALSE
4,4125531,4125553,23,789.4,306.2,870.7,338.5,2.25,"1101.jpg",4124723,4124883,FALSE,FALSE
