"block","stime","etime","dur","sxp","syp","exp","eyp","ampl","img","image_onset_time","etime_first_fix","sacc_end_before_onset","sacc_end_before_end_first_fix"
1,462174,462191,18,887.9,425,892.5,395.8,0.77,"1001.jpg",461064,462173,FALSE,FALSE
1,462418,462454,37,888.8,379.1,945.3,562.8,4.99,"1001.jpg",461064,462173,FALSE,FALSE
1,463184,463218,35,940.5,546.1,1033.7,660.5,3.83,"1001.jpg",461064,462173,FALSE,FALSE
1,463471,463499,29,1036.2,668.4,950.2,719.5,2.59,"1001.jpg",461064,462173,FALSE,FALSE
1,463854,463887,34,950.4,723.6,749.7,676.4,5.32,"1001.jpg",461064,462173,FALSE,FALSE
1,464084,464129,46,751,682.7,646.4,450.2,6.56,"1001.jpg",461064,462173,FALSE,FALSE
2,467461,467490,30,900.5,539.3,785.1,468,3.52,"1006.jpg",467147,467460,FALSE,FALSE
2,467624,467640,17,778.2,487,777.7,528.4,1.07,"1006.jpg",467147,467460,FALSE,FALSE
2,467861,467892,32,773.7,533.3,676.5,637.4,3.67,"1006.jpg",467147,467460,FALSE,FALSE
2,468036,468067,32,673.4,636.6,779.4,528.5,3.9,"1006.jpg",467147,467460,FALSE,FALSE
2,468248,468282,35,779.3,535.2,632.1,679.6,5.3,"1006.jpg",467147,467460,FALSE,FALSE
2,468460,468482,23,636,675.2,580.2,730.8,2,"1006.jpg",467147,467460,FALSE,FALSE
2,468671,468706,36,577.6,733.8,454.7,849.4,4.21,"1006.jpg",467147,467460,FALSE,FALSE
2,469005,469039,35,446.4,855.7,601.4,719.8,5.15,"1006.jpg",467147,467460,FALSE,FALSE
2,469183,469242,60,590.8,723.6,1273.5,719.2,17.26,"1006.jpg",467147,467460,FALSE,FALSE
2,469561,469591,31,1254,712,1132,838.2,4.48,"1006.jpg",467147,467460,FALSE,FALSE
2,469955,469991,37,1128.2,830.1,1300.9,693.1,5.62,"1006.jpg",467147,467460,FALSE,FALSE
2,470208,470246,39,1287.6,692.2,1156.6,348.9,9.43,"1006.jpg",467147,467460,FALSE,FALSE
3,473036,473060,25,904.2,438.9,854.1,368.9,2.23,"1094.jpg",472714,473035,FALSE,FALSE
3,473460,473478,19,835.1,349.6,880.6,339,1.21,"1094.jpg",472714,473035,FALSE,FALSE
3,473785,473839,55,876.7,335.5,858.1,705,9.55,"1094.jpg",472714,473035,FALSE,FALSE
