"block","stime","etime","dur","axp","ayp","img","image_onset_time","fix_end_before_onset","fix_order"
1,2239453,2239751,299,978.7,542,"1001.jpg",2239297,FALSE,1
1,2239766,2240161,396,939.1,573.2,"1001.jpg",2239297,FALSE,2
1,2240181,2240336,156,980.4,572.7,"1001.jpg",2239297,FALSE,3
1,2240392,2240604,213,650.9,449.5,"1001.jpg",2239297,FALSE,4
1,2240653,2240844,192,862.3,316.6,"1001.jpg",2239297,FALSE,5
1,2240868,2241052,185,926.6,308.9,"1001.jpg",2239297,FALSE,6
1,2241072,2241240,169,880.1,324.1,"1001.jpg",2239297,FALSE,7
1,2241303,2241417,115,1327.4,322.4,"1001.jpg",2239297,FALSE,8
1,2241449,2241717,269,1458.4,344.9,"1001.jpg",2239297,FALSE,9
1,2241735,2241924,190,1445.3,375.5,"1001.jpg",2239297,FALSE,10
1,2241996,2242125,130,1376,673.4,"1001.jpg",2239297,FALSE,11
1,2242162,2242396,235,1294.2,891.8,"1001.jpg",2239297,FALSE,12
2,2244414,2244567,154,831.3,465,"1006.jpg",2244122,FALSE,1
2,2244607,2244853,247,700.1,619.2,"1006.jpg",2244122,FALSE,2
2,2244872,2245286,415,663.3,633.2,"1006.jpg",2244122,FALSE,3
2,2245303,2245415,113,653.3,655.6,"1006.jpg",2244122,FALSE,4
2,2245477,2245655,179,1209.7,743.9,"1006.jpg",2244122,FALSE,5
2,2245712,2245874,163,941.5,501.5,"1006.jpg",2244122,FALSE,6
2,2245909,2246051,143,785.7,538.3,"1006.jpg",2244122,FALSE,7
2,2246090,2246232,143,651.9,639.3,"1006.jpg",2244122,FALSE,8
2,2246276,2246453,178,690.4,381.8,"1006.jpg",2244122,FALSE,9
2,2246492,2246601,110,770.6,278.5,"1006.jpg",2244122,FALSE,10
2,2246656,2246849,194,1037.9,240.9,"1006.jpg",2244122,FALSE,11
2,2246893,2247063,171,1205.7,241.7,"1006.jpg",2244122,FALSE,12
2,2247110,2247221,112,949.8,251.7,"1006.jpg",2244122,FALSE,13
3,2248860,2249025,166,909.4,422,"1094.jpg",2248689,FALSE,1
3,2249069,2249170,102,826.4,516.7,"1094.jpg",2248689,FALSE,2
3,2249212,2249453,242,848.7,663.3,"1094.jpg",2248689,FALSE,3
3,2249510,2250238,729,863.9,366.8,"1094.jpg",2248689,FALSE,4
3,2250310,2250715,406,1350,244.9,"1094.jpg",2248689,FALSE,5
3,2250745,2250966,222,1446.8,243.1,"1094.jpg",2248689,FALSE,6
3,2250994,2251099,106,1448.7,306.1,"1094.jpg",2248689,FALSE,7
3,2251177,2251291,115,640.6,282.5,"1094.jpg",2248689,FALSE,8
3,2251588,2251788,201,891.2,735.5,"1094.jpg",2248689,FALSE,9
4,2253441,2253557,117,792.5,395.2,"1101.jpg",2253256,FALSE,1
4,2253582,2253741,160,789.1,312.8,"1101.jpg",2253256,FALSE,2
4,2253813,2253965,153,1287,283.2,"1101.jpg",2253256,FALSE,3
4,2254133,2254296,164,789.4,292,"1101.jpg",2253256,FALSE,4
4,2254346,2254531,186,600,340.7,"1101.jpg",2253256,FALSE,5
4,2254589,2254801,213,876.2,255,"1101.jpg",2253256,FALSE,6
4,2254842,2254985,144,729.3,347.1,"1101.jpg",2253256,FALSE,7
4,2255010,2255204,195,783.8,337.9,"1101.jpg",2253256,FALSE,8
4,2255275,2255492,218,1287.6,296.1,"1101.jpg",2253256,FALSE,9
4,2255512,2255882,371,1298.6,281.4,"1101.jpg",2253256,FALSE,10
4,2255933,2256066,134,1274.6,516.7,"1101.jpg",2253256,FALSE,11
4,2256127,2256293,167,850,399.4,"1101.jpg",2253256,FALSE,12
5,2258696,2258837,142,1059.8,341.9,"1112.jpg",2258514,FALSE,1
5,2258880,2259146,267,1107,222.6,"1112.jpg",2258514,FALSE,2
5,2259219,2259488,270,1093.6,573.2,"1112.jpg",2258514,FALSE,3
5,2259526,2259742,217,1173.6,611.9,"1112.jpg",2258514,FALSE,4
5,2259794,2259941,148,1311.3,778.5,"1112.jpg",2258514,FALSE,5
5,2259962,2260090,129,1256.7,738.2,"1112.jpg",2258514,FALSE,6
5,2260137,2260382,246,1345.4,558.5,"1112.jpg",2258514,FALSE,7
5,2260441,2260594,154,1130.3,242.4,"1112.jpg",2258514,FALSE,8
5,2260616,2260909,294,1103.5,203.8,"1112.jpg",2258514,FALSE,9
5,2260959,2261613,655,1007.9,359.4,"1112.jpg",2258514,FALSE,10
6,2265115,2265276,162,1141.3,531.2,"1118.jpg",2264839,FALSE,1
6,2265314,2265492,179,939.8,526.6,"1118.jpg",2264839,FALSE,2
6,2265511,2265692,182,908.7,520.9,"1118.jpg",2264839,FALSE,3
6,2265753,2266054,302,1264.7,461.4,"1118.jpg",2264839,FALSE,4
6,2266090,2266271,182,1330.7,550.4,"1118.jpg",2264839,FALSE,5
6,2266308,2266467,160,1243.5,618.5,"1118.jpg",2264839,FALSE,6
6,2266491,2266679,189,1263.8,555.4,"1118.jpg",2264839,FALSE,7
6,2266703,2266931,229,1266.1,452,"1118.jpg",2264839,FALSE,8
6,2266955,2267080,126,1333.8,446.6,"1118.jpg",2264839,FALSE,9
6,2267108,2267260,153,1219.1,417.1,"1118.jpg",2264839,FALSE,10
6,2267317,2267624,308,897.6,434.4,"1118.jpg",2264839,FALSE,11
6,2267664,2267788,125,873.4,506.3,"1118.jpg",2264839,FALSE,12
6,2267837,2267938,102,857.9,707.6,"1118.jpg",2264839,FALSE,13
7,2269895,2270036,142,1082.4,403.2,"1132.jpg",2269723,FALSE,1
7,2270058,2270199,142,1130.9,404.8,"1132.jpg",2269723,FALSE,2
7,2270283,2270533,251,562.7,396.4,"1132.jpg",2269723,FALSE,3
7,2270550,2271225,676,579.3,368.6,"1132.jpg",2269723,FALSE,4
7,2271302,2271458,157,1136.8,309.9,"1132.jpg",2269723,FALSE,5
7,2271489,2271709,221,1155.9,349.4,"1132.jpg",2269723,FALSE,6
7,2271728,2271874,147,1157,390.3,"1132.jpg",2269723,FALSE,7
