"block","stime","etime","dur","sxp","syp","exp","eyp","ampl","img","image_onset_time","etime_first_fix","sacc_end_before_onset","sacc_end_before_end_first_fix"
1,4339854,4339882,29,969.3,605.3,837.6,659.8,3.69,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4340155,4340190,36,836.2,668.5,1006.6,619.9,4.59,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4340755,4340787,33,1012.1,624.1,896.9,738,4.19,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4340923,4340946,24,908.4,741.6,828.8,703.9,2.28,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4341109,4341131,23,820.8,700.6,748.2,686.7,1.91,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4341437,4341455,19,750.2,695.6,806,689.8,1.44,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4341656,4341702,47,811.5,689.2,646.2,446.4,7.56,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4341931,4341949,19,649.6,451.9,659.5,401.8,1.31,"1001.jpg",4339429,4339853,FALSE,FALSE
1,4342253,4342286,34,658.9,391.8,818.7,329.1,4.4,"1001.jpg",4339429,4339853,FALSE,FALSE
2,4345027,4345045,19,827.3,487.4,776.5,496.8,1.34,"1006.jpg",4344621,4345026,FALSE,FALSE
2,4345418,4345425,8,774.6,499.9,789.2,497.1,0.38,"1006.jpg",4344621,4345026,FALSE,FALSE
2,4345527,4345688,162,792.6,504.2,782.3,518.4,0.45,"1006.jpg",4344621,4345026,FALSE,FALSE
2,4345718,4345746,29,779.7,508.4,696.2,596.1,3.13,"1006.jpg",4344621,4345026,FALSE,FALSE
2,4346142,4346171,30,696.5,601.1,792,512.6,3.36,"1006.jpg",4344621,4345026,FALSE,FALSE
2,4347148,4347196,49,790.1,498.6,1181.4,521.3,10.1,"1006.jpg",4344621,4345026,FALSE,FALSE
2,4347471,4347505,35,1189.8,522,1294,679.9,4.86,"1006.jpg",4344621,4345026,FALSE,FALSE
3,4351268,4351304,37,927.6,544.4,859.1,352.6,5.28,"1094.jpg",4351079,4351267,FALSE,FALSE
3,4351908,4351952,45,868.2,356.9,860.9,704.2,8.98,"1094.jpg",4351079,4351267,FALSE,FALSE
3,4352148,4352157,10,879.1,710.6,899.7,722.8,0.62,"1094.jpg",4351079,4351267,FALSE,FALSE
3,4352700,4352731,32,909,723.4,986.2,637.3,3,"1094.jpg",4351079,4351267,FALSE,FALSE
3,4352942,4352990,49,985.4,632.1,869.4,327.5,8.43,"1094.jpg",4351079,4351267,FALSE,FALSE
