"block","stime","etime","dur","axp","ayp","img","image_onset_time","fix_end_before_onset","fix_order"
1,606534,606761,228,954.8,623.3,"1001.jpg",606128,FALSE,1
1,606782,606978,197,874.7,663.4,"1001.jpg",606128,FALSE,2
1,607033,607179,147,1297.8,756.4,"1001.jpg",606128,FALSE,3
1,607257,607512,256,1281.5,349.5,"1001.jpg",606128,FALSE,4
1,607588,608116,529,784.6,433.7,"1001.jpg",606128,FALSE,5
1,608178,608503,326,592,749.1,"1001.jpg",606128,FALSE,6
1,608555,608880,326,918.3,740.1,"1001.jpg",606128,FALSE,7
1,608931,609134,204,603.8,788.7,"1001.jpg",606128,FALSE,8
2,610935,611407,473,816,499.9,"1006.jpg",610612,FALSE,1
2,611448,611779,332,735.4,620.2,"1006.jpg",610612,FALSE,2
2,611807,612105,299,833.1,514.3,"1006.jpg",610612,FALSE,3
2,612181,612556,376,1325.4,691.4,"1006.jpg",610612,FALSE,4
2,612597,612786,190,1360,541.1,"1006.jpg",610612,FALSE,5
2,612844,613081,238,902.3,476.1,"1006.jpg",610612,FALSE,6
2,613103,613589,487,824.7,512.5,"1006.jpg",610612,FALSE,7
3,615223,615702,480,863.5,392.2,"1094.jpg",614962,FALSE,1
3,615745,616085,341,850.5,188.2,"1094.jpg",614962,FALSE,2
3,616128,616478,351,866.4,314,"1094.jpg",614962,FALSE,3
3,616551,616806,256,869.1,623.5,"1094.jpg",614962,FALSE,4
3,616835,617170,336,896.6,704.8,"1094.jpg",614962,FALSE,5
3,617247,617506,260,1321.2,828.5,"1094.jpg",614962,FALSE,6
3,617575,617773,199,1318.9,418,"1094.jpg",614962,FALSE,7
3,617823,618061,239,1373.3,244,"1094.jpg",614962,FALSE,8
4,620051,620755,705,1319,272.4,"1101.jpg",619745,FALSE,1
4,620817,621310,494,783.8,310.3,"1101.jpg",619745,FALSE,2
4,621340,621482,143,809.1,348.7,"1101.jpg",619745,FALSE,3
4,621558,621772,215,1005.3,721.2,"1101.jpg",619745,FALSE,4
4,621834,622272,439,1263.1,604.5,"1101.jpg",619745,FALSE,5
4,622332,622564,233,1039.2,783.2,"1101.jpg",619745,FALSE,6
4,622623,622844,222,813,594.1,"1101.jpg",619745,FALSE,7
5,624744,624977,234,1092.9,325.7,"1112.jpg",624503,FALSE,1
5,625007,625320,314,1075.1,198.8,"1112.jpg",624503,FALSE,2
5,625410,625802,393,1325.3,759.6,"1112.jpg",624503,FALSE,3
5,625811,625995,185,1328.8,742.3,"1112.jpg",624503,FALSE,4
