"block","stime","etime","dur","axp","ayp","img","image_onset_time","fix_end_before_onset","fix_order"
1,4339586,4339853,268,975.2,594.1,"1001.jpg",4339429,FALSE,1
1,4339883,4340154,272,837.9,666.4,"1001.jpg",4339429,FALSE,2
1,4340191,4340754,564,1006.4,625.9,"1001.jpg",4339429,FALSE,3
1,4340788,4340922,135,904.6,738.1,"1001.jpg",4339429,FALSE,4
1,4340947,4341108,162,819.4,698.7,"1001.jpg",4339429,FALSE,5
1,4341132,4341436,305,747.9,692.2,"1001.jpg",4339429,FALSE,6
1,4341456,4341655,200,812.2,687.8,"1001.jpg",4339429,FALSE,7
1,4341703,4341930,228,644.7,449.7,"1001.jpg",4339429,FALSE,8
1,4341950,4342252,303,660.6,394.8,"1001.jpg",4339429,FALSE,9
1,4342287,4342528,242,821.3,324.9,"1001.jpg",4339429,FALSE,10
2,4344853,4345026,174,827.2,477.5,"1006.jpg",4344621,FALSE,1
2,4345046,4345417,372,771.6,500.9,"1006.jpg",4344621,FALSE,2
2,4345426,4345526,101,791.5,495.2,"1006.jpg",4344621,FALSE,3
2,4345747,4346141,395,692.9,595.5,"1006.jpg",4344621,FALSE,4
2,4346172,4347147,976,793.6,506.7,"1006.jpg",4344621,FALSE,5
2,4347197,4347470,274,1187.9,522,"1006.jpg",4344621,FALSE,6
2,4347506,4347720,215,1304.2,678.7,"1006.jpg",4344621,FALSE,7
3,4351155,4351267,113,928.5,545.8,"1094.jpg",4351079,FALSE,1
3,4351305,4351907,603,865.4,358.8,"1094.jpg",4351079,FALSE,2
3,4351953,4352147,195,872.8,708.5,"1094.jpg",4351079,FALSE,3
3,4352158,4352699,542,904.5,724.5,"1094.jpg",4351079,FALSE,4
3,4352732,4352941,210,987.1,631.5,"1094.jpg",4351079,FALSE,5
3,4352991,4353667,677,860.2,315.2,"1094.jpg",4351079,FALSE,6
3,4353685,4354089,405,910.1,285.5,"1094.jpg",4351079,FALSE,7
4,4358079,4358183,105,844.4,356.2,"1101.jpg",4357904,FALSE,1
4,4358209,4358407,199,773.7,278.3,"1101.jpg",4357904,FALSE,2
4,4358462,4359021,560,1299.1,264.8,"1101.jpg",4357904,FALSE,3
4,4359030,4359314,285,1320,242.6,"1101.jpg",4357904,FALSE,4
4,4359372,4359521,150,770.8,238.5,"1101.jpg",4357904,FALSE,5
4,4359531,4360589,1059,793.9,243.6,"1101.jpg",4357904,FALSE,6
4,4360770,4360954,185,864.4,280.2,"1101.jpg",4357904,FALSE,7
5,4362273,4362383,111,1076.6,320.2,"1112.jpg",4362088,FALSE,1
