"block","stime","etime","dur","axp","ayp","img","image_onset_time","fix_end_before_onset","fix_order"
1,2048275,2048565,291,948.7,630.8,"1001.jpg",2047813,FALSE,1
1,2048615,2048756,142,865.4,719.9,"1001.jpg",2047813,FALSE,2
1,2048814,2049051,238,531.9,796.6,"1001.jpg",2047813,FALSE,3
1,2049116,2049539,424,705.6,384.1,"1001.jpg",2047813,FALSE,4
1,2049581,2049796,216,914,332.5,"1001.jpg",2047813,FALSE,5
1,2049830,2049959,130,1004.9,305.2,"1001.jpg",2047813,FALSE,6
1,2050008,2050213,206,1228,255.9,"1001.jpg",2047813,FALSE,7
1,2050282,2050653,372,1367.4,721.6,"1001.jpg",2047813,FALSE,8
1,2050675,2050833,159,1389.7,762.3,"1001.jpg",2047813,FALSE,9
2,2053146,2053447,302,776.2,464.4,"1006.jpg",2052713,FALSE,1
2,2053498,2053757,260,681.1,617.9,"1006.jpg",2052713,FALSE,2
2,2053785,2054065,281,615.8,684,"1006.jpg",2052713,FALSE,3
2,2054112,2054268,157,522.3,705,"1006.jpg",2052713,FALSE,4
2,2054469,2054672,204,879.2,418.8,"1006.jpg",2052713,FALSE,5
2,2054722,2055049,328,1139.5,203,"1006.jpg",2052713,FALSE,6
2,2055113,2055327,215,1350.1,540.8,"1006.jpg",2052713,FALSE,7
2,2055373,2055812,440,1320.7,697.2,"1006.jpg",2052713,FALSE,8
3,2059544,2059698,155,869.4,442.2,"1094.jpg",2059214,FALSE,1
3,2059724,2060032,309,869.9,349.3,"1094.jpg",2059214,FALSE,2
3,2060088,2060593,506,876.7,646.8,"1094.jpg",2059214,FALSE,3
3,2060791,2061254,464,1360.3,324,"1094.jpg",2059214,FALSE,4
3,2061334,2061584,251,1336.1,937.4,"1094.jpg",2059214,FALSE,5
3,2061655,2061781,127,768.3,822.1,"1094.jpg",2059214,FALSE,6
3,2061837,2061960,124,508.8,809.9,"1094.jpg",2059214,FALSE,7
3,2062015,2062243,229,540.7,422.8,"1094.jpg",2059214,FALSE,8
4,2064838,2064961,124,844.4,386.2,"1101.jpg",2064505,FALSE,1
4,2064984,2065155,172,786.5,325.7,"1101.jpg",2064505,FALSE,2
